986 64
161 0.20993635 -0.06401098 0.21623491 0.36915427 -0.0026940024 -0.22013941 0.090281695 0.04461862 -0.17114416 -0.053789716 0.25589108 -0.20057878 -0.011360501 -0.1989912 -0.16410792 0.19789624 -0.16391623 -0.067112215 -0.07199797 -0.069591485 0.20399974 0.393266 0.12299833 -0.36261433 0.23542629 -0.045471024 -0.24674061 -0.37264758 0.2855658 -0.36084142 0.0023417803 -0.058718447 -0.045276303 -0.35383534 -0.27121106 -0.08323703 0.29468203 -0.090956755 0.111911096 -0.07737764 -0.347798 0.32606673 -0.2158405 -0.060079336 0.15505792 -0.12863111 -0.027795928 -0.20159645 0.338118 -0.050555166 -0.0073698233 -0.22860219 -0.096485935 0.22248836 0.024071025 -0.024161767 0.2646098 -0.18776554 -0.3054522 0.116042234 0.07020212 -0.056294587 -0.029740408 -0.07027429
63 0.031904615 0.0019260506 0.056272503 0.09507953 0.24849197 -0.5030885 0.22460902 0.22381087 -0.11365089 0.07137821 0.27078927 -0.0054182797 -0.23632972 -0.22357742 0.059389815 0.03487882 -0.33984703 0.030344175 -0.045856554 -0.17028822 0.05826675 0.55770063 0.14463198 -0.38697028 0.2139359 0.45807236 -0.3287418 -0.36433548 0.011308168 -0.4573361 -0.009661405 0.14019069 -0.088082895 -0.4261382 -0.14385079 0.07529522 0.05510722 0.0016064725 -0.15550147 -0.14861666 0.26358083 0.18552896 -0.029440135 -0.171028 0.15422353 -0.23765762 0.11124378 -0.27677518 0.0048015937 0.015008354 0.20796543 -0.11062263 0.25119567 0.10546307 0.13016987 0.0801059 0.05721415 -0.16038586 -0.008208062 0.013233679 -0.040817127 -0.065853365 0.19192028 0.103879385
87 0.037278634 -0.27299792 0.1189705 -0.04423488 -0.017245956 -0.17543161 0.33904648 -0.15721045 -0.037689626 0.53935516 0.4154194 0.1519196 -0.09215088 -0.111396216 -0.3490087 0.18904664 -0.110036135 -0.29443568 0.056588996 0.2457387 0.11173801 0.3174002 0.35229167 -0.508062 0.054680835 0.100569226 0.12113894 -0.25439322 0.056907155 -0.069582224 -0.09776249 -0.1109773 -0.15471853 -0.049806442 -0.1275381 0.12409629 0.25235626 -0.15439436 -0.037603106 -0.17202826 0.20932502 0.23418209 -0.16483241 -0.08602718 0.3366149 0.08524876 -0.3919815 -0.6267462 0.24296975 0.10699726 0.5418785 0.029872717 0.1279346 0.121884 0.18021789 -0.19306158 -0.06061744 -0.1563234 -0.28389978 -0.20439833 0.0150191905 -0.13025689 0.01399395 0.1998898
108 0.21334913 0.1516381 0.07821255 -0.022225242 0.21764562 -0.36136174 0.042521294 0.118948124 -0.09828907 0.27524328 0.07387288 -0.23585312 -0.16043258 -0.17456022 -0.2198896 0.2108688 -0.29653496 0.031002782 -0.22092813 -0.14927445 0.21452783 0.5596944 0.11223157 -0.2730465 0.046797708 0.39245224 -0.35308984 -0.1874747 -0.14200042 -0.47128037 0.08589708 -0.09565829 -0.20983814 -0.015841432 -0.3916321 -0.085536316 0.09872396 0.059603956 0.14982088 -0.4596221 0.14248592 0.03370778 -0.023583071 -0.1389371 0.13795407 -0.104134366 0.23580194 -0.12824924 -0.052738037 -0.019554777 0.16515209 -0.110374734 0.18648802 0.19661316 -0.042671558 0.15252693 0.18213604 -0.19690542 -0.08779277 0.041717123 -0.23679665 -0.13642673 0.04072751 -0.079861656
122 0.09944154 -0.021334723 0.23482476 0.070192486 0.11839517 -0.33985156 -0.004268202 -0.08857151 -0.23731725 0.24142279 0.20273729 -0.010238166 -0.049301896 0.050815172 -0.040510394 0.16439696 -0.43704817 -0.20894864 0.21115898 0.29274517 0.24001735 0.3936915 0.41211048 -0.29056937 0.12824136 0.35534042 -0.275324 0.045158625 0.035093013 -0.431808 0.22557744 -0.281254 0.05665457 -0.0078058336 -0.21364613 0.019649105 0.06914195 -0.13058364 0.15491769 -0.015847156 -0.15195145 0.003277006 0.08023881 -0.14554386 0.051959597 -0.053347956 0.095361255 0.06812475 -0.2601735 -0.081478946 0.11933601 0.07927391 0.028622909 0.20223844 0.15392141 0.106968604 0.10824472 -0.0987578 -0.12566178 0.11336887 -0.03383056 -0.21079409 0.33439288 -0.045826126
184 0.29670486 -0.28476274 0.4273873 0.25493482 -0.019557059 -0.21024816 -0.042530473 -0.2016984 -0.3234742 -0.19426475 0.12412261 -0.064222425 -0.24903071 -0.1956023 0.20991917 0.29754716 -0.29102254 -0.011956534 -0.31694278 0.1781453 0.104936324 0.10587387 0.33843413 0.0639727 0.11129144 0.3620356 -0.35153323 -0.09476191 0.22298259 0.09941717 -0.05488131 -0.09318146 -0.39721093 -0.41564685 -0.10638178 -0.16886035 0.018349454 -0.30182415 0.06262805 -0.34188437 -0.06942555 -0.28027713 0.21541534 -0.2197603 0.41147423 -0.05398005 0.1092076 -0.2425147 -0.08954506 -0.0040078685 0.31997454 0.0070562814 0.037980467 0.36806035 -0.18070361 -0.0033091407 -0.09360239 0.034749668 -0.14085932 -0.027729614 -0.22528897 -0.3270847 -0.04059511 0.062126968
433 0.31912756 0.101656705 0.1503301 0.20849225 0.19779249 -0.36805916 -0.037018567 0.047487948 -0.30886924 0.09892413 0.38039544 -0.12727427 -0.35516295 -0.23484138 -0.0750709 0.19818114 -0.089850746 -0.0082032 -0.3186512 0.13783166 0.35194156 0.11135352 0.24169658 -0.4880797 0.14964125 0.35072696 -0.26680714 -0.017527577 -0.2689622 -0.12121488 0.0381192 -0.14324749 -0.15573667 -0.077740446 0.073187694 -0.19212027 -0.031650178 -0.16886097 0.28616706 -0.03426032 -0.0752805 0.2313126 -0.05146368 -0.07341657 0.25133157 -0.0037089593 0.05792468 -0.06920623 -0.1772095 0.06644007 -0.049927764 -0.23788053 0.098202534 -0.06425444 -0.0113934195 0.11027288 -0.049409974 -0.11876662 -0.21917439 0.08511142 -0.14179245 -0.07897496 0.24265385 -0.025062129
130 0.10916062 -0.8379299 0.38066724 0.5001939 -0.001656894 -0.17073192 -0.21476452 -0.11124231 -0.54947543 0.15653338 0.11915932 -0.14110015 -0.15262309 -0.35475618 0.010468055 0.15730526 -0.2560222 0.030935708 -0.14030541 0.30862993 -0.13172404 0.15890363 0.18618326 -0.24422367 0.073883526 0.16729687 -0.056200836 0.09903954 0.07221246 -0.13896835 0.11304773 -0.1823155 -0.27024636 -0.09525223 -0.10533578 -0.1714554 0.06758913 -0.074623175 0.05165019 0.16161676 -0.013754861 -0.0920099 -0.21881016 -0.07212406 0.06481796 -0.22272801 0.1879971 -0.3743732 -0.05330556 -0.08540614 0.004476011 -0.008122301 0.21118079 0.27533147 -0.15929806 -0.158565 -0.26120728 0.21691516 -0.1249007 0.10657622 -0.17282546 -0.26860297 0.014711318 0.14305136
129 0.111751206 -0.5004717 0.32040927 0.4766877 -0.059081398 -0.237971 0.01767253 -0.09941492 -0.3241124 0.21017194 0.29352716 -0.3627511 -0.029378813 -0.18394725 0.29103184 0.43544102 -0.35696694 -0.3529927 -0.16957371 0.1504546 0.27594748 -0.062443223 0.19530219 -0.036129285 0.14127564 0.3872564 0.041789398 -0.33714405 0.047932137 0.037892308 -0.03486922 -0.14439072 -0.30109674 -0.035498053 0.08163061 0.15843791 0.040385075 -0.20322137 0.077968016 -0.41614696 -0.040679857 -0.111953124 0.19682348 0.17319964 0.23133998 -0.14261122 0.40618262 -0.31579968 -0.087998174 -0.06969675 -0.09252194 -0.17048427 0.0027067384 0.06365852 0.36659443 0.055154838 0.21643008 0.0019174578 -0.10814482 0.13521999 -0.5097473 0.10085539 -0.059258495 0.24954481
65 0.084117204 -0.10390013 0.20214207 0.040949594 0.3831347 -0.3008539 0.032896865 -0.39943188 0.16573815 -0.1912316 0.29152358 -0.01567511 -0.35063723 -0.007613621 -0.1516673 0.73503476 -0.5494486 0.016945515 0.024324134 -0.08636453 0.016884735 0.091753975 -0.028100342 -0.66337353 0.11041144 0.15916166 0.23482841 -0.29268366 0.10539533 -0.08934245 0.036124825 -0.1356429 -0.22770454 -0.030609256 -0.059660718 -0.27784005 0.36503908 0.38482377 -0.17171808 -0.0689194 0.10952868 0.07177918 -0.01353571 0.21618162 0.104187705 0.11672864 0.15876788 -0.009525364 -0.28665623 0.030691171 0.20505612 0.042129718 -0.14727232 0.08141172 0.05494535 0.12133213 -0.027460506 -0.069712594 -0.19828846 -0.3084987 -0.39946693 0.06807 0.25883248 0.051417146
